Isolate	Chromosome	Region	Start	End	Most similar known cluster	Similarity	Type	Type_broad
TH68_140	TH68_140_cont06	7.4	1918895	1987487	nectriapyrone C/nectriapyrone D/nectriapyrone	100	T1PKS	Polyketide
TH68_140	TH68_140_cont06	7.5	3292451	3324096	no_known_similarity	NA	indole	Indole
TH68_140	TH68_140_cont07	8.1	903218	994423	no_known_similarity	NA	fungal-RiPP-like	Other
TH68_140	TH68_140_cont07	8.2	1517110	1584895	epipyriculol	58	T1PKS	Polyketide
TH68_140	TH68_140_cont08	9.1	689720	865538	ACE1	88	NRPS,T1PKS	NRP_PKS
TH68_140	TH68_140_cont08	9.2	1067477	1144534	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	25	indole,T1PKS	NRP
TH68_140	TH68_140_cont08	9.3	1208036	1276401	no_known_similarity	NA	T1PKS	Polyketide
TH68_140	TH68_140_cont10	11.1	457709	529522	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
TH68_140	TH68_140_cont11	12.1	150520	183684	no_known_similarity	NA	terpene	Terpene
TH68_141	TH68_141_cont00	1.1	637927	696547	no_known_similarity	NA	T1PKS	Polyketide
TH68_141	TH68_141_cont00	1.2	1189971	1283107	alternapyrone B/alternapyrone C/alternapyrone D/alternapyrone E/alternapyrone F	50	T1PKS	Polyketide
TH68_141	TH68_141_cont00	1.3	2545418	2636265	no_known_similarity	NA	T1PKS	Polyketide
TH68_141	TH68_141_cont00	1.4	3620744	3683183	no_known_similarity	NA	T1PKS	Polyketide
TH68_141	TH68_141_cont00	1.5	4288406	4377952	no_known_similarity	NA	fungal-RiPP-like	Other
TH68_141	TH68_141_cont00	1.6	4543934	4618385	no_known_similarity	NA	NRPS	NRP
TH68_141	TH68_141_cont00	1.7	4936319	5000125	no_known_similarity	NA	T1PKS	Polyketide
TH68_141	TH68_141_cont00	1.8	5180928	5245361	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
TH68_141	TH68_141_cont00	1.9	5281335	5352430	no_known_similarity	NA	NRPS	NRP
TH68_141	TH68_141_cont00	1.10	6629987	6772112	no_known_similarity	NA	NRPS,T1PKS,terpene	NRP_PKS
TH68_141	TH68_141_cont00	1.11	6916041	6983634	no_known_similarity	NA	T1PKS	Polyketide
TH68_141	TH68_141_cont00	1.12	7210552	7301629	no_known_similarity	NA	fungal-RiPP-like	Other
TH68_141	TH68_141_cont01	2.1	143646	209559	no_known_similarity	NA	T1PKS	Polyketide
TH68_141	TH68_141_cont01	2.2	267095	345235	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	25	indole,T1PKS	NRP
TH68_141	TH68_141_cont01	2.3	547882	725539	ACE1	82	NRPS,T1PKS	NRP_PKS
TH68_141	TH68_141_cont01	2.4	1429535	1496305	scytalone/T3HN	60	T1PKS	Polyketide
TH68_141	TH68_141_cont01	2.5	5849769	5916064	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	25	NRPS	NRP
TH68_141	TH68_141_cont01	2.6	6333808	6424801	no_known_similarity	NA	fungal-RiPP-like	Other
TH68_141	TH68_141_cont01	2.7	7037072	7098004	no_known_similarity	NA	T3PKS	Polyketide
TH68_141	TH68_141_cont02	3.1	223169	252603	no_known_similarity	NA	indole	Indole
TH68_141	TH68_141_cont02	3.2	1743953	1772540	no_known_similarity	NA	indole	Indole
TH68_141	TH68_141_cont02	3.3	2192402	2217546	no_known_similarity	NA	terpene	Terpene
TH68_141	TH68_141_cont02	3.4	4022460	4131098	monacolin K	22	fungal-RiPP-like,T1PKS,terpene	Polyketide
TH68_141	TH68_141_cont02	3.5	4151239	4212801	no_known_similarity	NA	NRPS	NRP
TH68_141	TH68_141_cont02	3.6	4516625	4578248	choline	100	NRPS-like	NRP
TH68_141	TH68_141_cont02	3.7	5498919	5530406	no_known_similarity	NA	indole	Indole
TH68_141	TH68_141_cont02	3.8	6528295	6590307	no_known_similarity	NA	T3PKS	Polyketide
TH68_141	TH68_141_cont02	3.9	6665266	6737469	no_known_similarity	NA	NRPS	NRP
TH68_141	TH68_141_cont03	4.1	897616	988821	no_known_similarity	NA	fungal-RiPP-like	Other
TH68_141	TH68_141_cont03	4.2	1526782	1594567	epipyriculol	58	T1PKS	Polyketide
TH68_141	TH68_141_cont04	5.1	34106	62093	no_known_similarity	NA	terpene	Terpene
TH68_141	TH68_141_cont04	5.2	692712	754745	cryptosporioptide B/cryptosporioptide A/cryptosporioptide C	7	T1PKS	Polyketide
TH68_141	TH68_141_cont04	5.3	1171935	1248252	no_known_similarity	NA	NRPS	NRP
TH68_141	TH68_141_cont04	5.4	3586458	3693613	no_known_similarity	NA	fungal-RiPP-like,terpene	Terpene
TH68_141	TH68_141_cont04	5.5	4276273	4308980	clavaric acid	100	terpene	Terpene
TH68_141	TH68_141_cont04	5.6	5155811	5223964	no_known_similarity	NA	NRPS-like	NRP
TH68_141	TH68_141_cont05	6.1	710167	760939	no_known_similarity	NA	T1PKS	Polyketide
TH68_141	TH68_141_cont05	6.2	867213	960735	no_known_similarity	NA	T1PKS	Polyketide
TH68_141	TH68_141_cont05	6.3	976210	1067204	no_known_similarity	NA	fungal-RiPP-like	Other
TH68_141	TH68_141_cont05	6.4	1399145	1462465	no_known_similarity	NA	NRPS-like	NRP
TH68_141	TH68_141_cont05	6.5	1520538	1586268	cercosporin	31	T1PKS	Polyketide
TH68_141	TH68_141_cont06	7.1	53897	117573	no_known_similarity	NA	NRPS-like	NRP
TH68_141	TH68_141_cont06	7.2	379832	446574	no_known_similarity	NA	T1PKS	Polyketide
TH68_141	TH68_141_cont06	7.3	2185893	2276768	no_known_similarity	NA	fungal-RiPP-like	Other
TH68_141	TH68_141_cont07	8.1	1193547	1217294	no_known_similarity	NA	indole	Indole
TH68_141	TH68_141_cont07	8.2	1222849	1254625	no_known_similarity	NA	indole	Indole
TH68_141	TH68_141_cont07	8.3	1713324	1775626	no_known_similarity	NA	T1PKS	Polyketide
TH68_141	TH68_141_cont08	9.1	29953	97070	no_known_similarity	NA	T1PKS	Polyketide
TH68_141	TH68_141_cont08	9.2	430218	492907	penigainamide A/penigainamide B/penigainamide C/adametizine A/FA2097/outovirin A/outovirin C/pretrichodermamide C	11	NRPS	Alkaloid
TH68_141	TH68_141_cont08	9.3	636538	698016	tenuazonic acid	75	NRPS	NRP_PKS
TH68_141	TH68_141_cont08	9.4	1195982	1272429	no_known_similarity	NA	NRPS	NRP
TH68_141	TH68_141_cont08	9.5	1427738	1493278	no_known_similarity	NA	NRPS-like	NRP
TH68_141	TH68_141_cont09	10.1	78956	110676	no_known_similarity	NA	terpene	Terpene
TN0012	TN0012_chr1_con1	1.1	128480	156188	no_known_similarity	NA	terpene	Terpene
TN0012	TN0012_chr1_con1	1.2	1221219	1297536	no_known_similarity	NA	NRPS	NRP
TN0012	TN0012_chr1_con1	1.3	3892549	3999698	no_known_similarity	NA	fungal-RiPP-like,terpene	Terpene
TN0012	TN0012_chr1_con1	1.4	4564811	4597518	clavaric acid	100	terpene	Terpene
TN0012	TN0012_chr1_con2	2.1	714153	778716	no_known_similarity	NA	T1PKS	Polyketide
TN0012	TN0012_chr1_con2	2.2	1718647	1823832	no_known_similarity	NA	T1PKS	Polyketide
TN0012	TN0012_chr2_con1	3.1	423388	537880	ACE1	47	NRPS,T1PKS	NRP_PKS
TN0012	TN0012_chr2_con1	3.2	1386889	1447660	no_known_similarity	NA	T3PKS	Polyketide
TN0012	TN0012_chr2_con1	3.3	2052814	2143909	no_known_similarity	NA	fungal-RiPP-like	Other
TN0012	TN0012_chr2_con1	3.4	2571587	2637882	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	25	NRPS	NRP
TN0012	TN0012_chr2_con1	3.5	4178073	4255243	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	25	indole,T1PKS	NRP
TN0012	TN0012_chr2_con1	3.6	4327990	4396355	no_known_similarity	NA	T1PKS	Polyketide
TN0012	TN0012_chr2_con2	4.1	625958	657603	no_known_similarity	NA	indole	Indole
TN0012	TN0012_chr2_con2	4.2	2343912	2434729	no_known_similarity	NA	fungal-RiPP-like	Other
TN0012	TN0012_chr2_con2	4.3	2687730	2718968	no_known_similarity	NA	terpene	Terpene
TN0012	TN0012_chr2_con2	4.4	6667743	6730762	scytalone/T3HN	60	T1PKS	Polyketide
TN0012	TN0012_chr2_con2	4.5	7469508	7581494	alternapyrone B/alternapyrone C/alternapyrone D/alternapyrone E/alternapyrone F	50	T1PKS	Polyketide
TN0012	TN0012_chr2_con2	4.6	7734535	7800260	no_known_similarity	NA	T1PKS	Polyketide
TN0012	TN0012_chr3_con1	5.1	902834	994039	no_known_similarity	NA	fungal-RiPP-like	Other
TN0012	TN0012_chr3_con1	5.2	1496841	1564626	epipyriculol	58	T1PKS	Polyketide
TN0012	TN0012_chr3_con2	6.1	29464	91780	no_known_similarity	NA	NRPS	NRP
TN0012	TN0012_chr3_con2	6.2	700179	750945	no_known_similarity	NA	T1PKS	Polyketide
TN0012	TN0012_chr3_con2	6.3	930482	1021476	no_known_similarity	NA	fungal-RiPP-like	Other
TN0012	TN0012_chr3_con2	6.4	1360466	1421234	no_known_similarity	NA	NRPS-like	NRP
TN0012	TN0012_chr3_con2	6.5	1480382	1546112	cercosporin	31	T1PKS	Polyketide
TN0012	TN0012_chr3_con2	6.6	6265511	6331526	penigainamide A/penigainamide B/penigainamide C/adametizine A/FA2097/outovirin A/outovirin C/pretrichodermamide C	11	NRPS	Alkaloid
TN0012	TN0012_chr3_con2	6.7	6472039	6535720	tenuazonic acid	75	NRPS	NRP_PKS
TN0012	TN0012_chr3_con2	6.8	6770812	6845394	no_known_similarity	NA	NRPS	NRP
TN0012	TN0012_chr3_con2	6.9	6987321	7050646	no_known_similarity	NA	NRPS-like	NRP
TN0012	TN0012_chr4_con1	7.1	68853	95226	no_known_similarity	NA	terpene	Terpene
TN0012	TN0012_chr4_con1	7.2	1980229	2088248	monacolin K	22	fungal-RiPP-like,T1PKS,terpene	Polyketide
TN0012	TN0012_chr4_con1	7.3	2107057	2172561	no_known_similarity	NA	NRPS	NRP
TN0012	TN0012_chr4_con1	7.4	2479395	2541039	choline	100	NRPS-like	NRP
TN0012	TN0012_chr4_con1	7.5	3465071	3496558	no_known_similarity	NA	indole	Indole
TN0012	TN0012_chr4_con1	7.6	4489756	4551768	no_known_similarity	NA	T3PKS	Polyketide
TN0012	TN0012_chr4_con1	7.7	4938181	5071509	ACE1	88	NRPS,T1PKS	NRP_PKS
TN0012	TN0012_chr6_con2	9.1	53581	134282	no_known_similarity	NA	fungal-RiPP-like	Other
TN0012	TN0012_chr6_con2	9.2	280049	354976	no_known_similarity	NA	NRPS	NRP
TN0012	TN0012_chr6_con2	9.3	556797	620171	no_known_similarity	NA	T1PKS	Polyketide
TN0012	TN0012_chr6_con2	9.4	829921	894055	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
TN0012	TN0012_chr6_con2	9.5	930040	1001174	no_known_similarity	NA	NRPS	NRP
TN0012	TN0012_chr6_con2	9.6	2282652	2379921	no_known_similarity	NA	NRPS,T1PKS,terpene	NRP_PKS
TN0012	TN0012_chr6_con2	9.7	2503764	2571375	no_known_similarity	NA	T1PKS	Polyketide
TN0012	TN0012_chr6_con2	9.8	2766035	2857112	no_known_similarity	NA	fungal-RiPP-like	Other
TN0012	TN0012_chr7_con1	10.1	419361	512473	no_known_similarity	NA	fungal-RiPP-like	Other
TN0012	TN0012_chr7_con1	10.2	2487306	2549077	no_known_similarity	NA	T1PKS	Polyketide
TN0012	TN0012_chr7_con1	10.3	2811467	2867862	no_known_similarity	NA	NRPS-like	NRP
TN0012	TN0012_chr7_con1	10.4	3809192	3859075	no_known_similarity	NA	T1PKS	Polyketide
TN0012	TN0012_chr7_con1	10.5	3876605	3905224	no_known_similarity	NA	T1PKS	Polyketide
TN0012	TN0012_chr7_con1	10.6	4086954	4158767	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
TN0012	TN0012_cont1	12.1	184546	251443	no_known_similarity	NA	NRPS	NRP
UG010	UG010_chr1_con2	2.1	1112572	1188889	no_known_similarity	NA	NRPS	NRP
UG010	UG010_chr1_con2	2.2	3525852	3633006	no_known_similarity	NA	fungal-RiPP-like,terpene	Terpene
UG010	UG010_chr1_con2	2.3	4205271	4237978	clavaric acid	100	terpene	Terpene
UG010	UG010_chr2_con1	6.1	638196	669841	no_known_similarity	NA	indole	Indole
UG010	UG010_chr2_con1	6.2	2772712	2833483	no_known_similarity	NA	T3PKS	Polyketide
UG010	UG010_chr2_con1	6.3	3727397	3853255	no_known_similarity	NA	arylpolyene,fungal-RiPP-like	Other
UG010	UG010_chr2_con1	6.4	4283023	4349318	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	25	NRPS	NRP
UG010	UG010_chr2_con2	7.1	4312760	4375796	scytalone/T3HN	60	T1PKS	Polyketide
UG010	UG010_chr2_con2	7.2	4860770	4969816	alternapyrone B/alternapyrone C/alternapyrone D/alternapyrone E/alternapyrone F	50	T1PKS	Polyketide
UG010	UG010_chr2_con2	7.3	5135893	5201618	no_known_similarity	NA	T1PKS	Polyketide
UG010	UG010_chr2_con3	8.1	13847	104664	no_known_similarity	NA	fungal-RiPP-like	Other
UG010	UG010_chr2_con3	8.2	359533	390771	no_known_similarity	NA	terpene	Terpene
UG010	UG010_chr2_con3	8.3	1230030	1297744	no_known_similarity	NA	T1PKS	Polyketide
UG010	UG010_chr2_con3	8.4	1498615	1581782	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	25	indole,T1PKS	NRP
UG010	UG010_chr2_con4	9.1	21194	71820	no_known_similarity	NA	T1PKS	Polyketide
UG010	UG010_chr3_con2	11.1	425206	516410	no_known_similarity	NA	fungal-RiPP-like	Other
UG010	UG010_chr3_con2	11.2	1025097	1084217	epipyriculol	58	T1PKS	Polyketide
UG010	UG010_chr3_con2	11.3	1800155	1914170	ACE1	47	NRPS,T1PKS	NRP_PKS
UG010	UG010_chr3_con3	12.1	27677	88114	no_known_similarity	NA	NRPS	NRP
UG010	UG010_chr3_con3	12.2	726814	777527	no_known_similarity	NA	T1PKS	Polyketide
UG010	UG010_chr3_con3	12.3	968056	1055121	no_known_similarity	NA	fungal-RiPP-like	Other
UG010	UG010_chr3_con3	12.4	1395814	1456585	no_known_similarity	NA	NRPS-like	NRP
UG010	UG010_chr3_con3	12.5	1515723	1581453	cercosporin	31	T1PKS	Polyketide
UG010	UG010_chr3_con3	12.6	6245437	6311451	penigainamide A/penigainamide B/penigainamide C/adametizine A/FA2097/outovirin A/outovirin C/pretrichodermamide C	11	NRPS	Alkaloid
UG010	UG010_chr3_con3	12.7	6451560	6516846	tenuazonic acid	75	NRPS	NRP_PKS
UG010	UG010_chr3_con3	12.8	6548638	6630491	tryptoquialanine	9	fungal-RiPP-like	NRP
UG010	UG010_chr3_con3	12.9	7013324	7104199	no_known_similarity	NA	fungal-RiPP-like	Other
UG010	UG010_chr4_con1	13.1	68848	95221	no_known_similarity	NA	terpene	Terpene
UG010	UG010_chr4_con1	13.2	1973353	2081372	monacolin K	22	fungal-RiPP-like,T1PKS,terpene	Polyketide
UG010	UG010_chr4_con1	13.3	2092543	2158053	no_known_similarity	NA	NRPS	NRP
UG010	UG010_chr4_con1	13.4	2464852	2526493	choline	100	NRPS-like	NRP
UG010	UG010_chr4_con1	13.5	3448735	3480222	no_known_similarity	NA	indole	Indole
UG010	UG010_chr4_con1	13.6	4471529	4533541	no_known_similarity	NA	T3PKS	Polyketide
UG010	UG010_chr4_con1	13.7	4901640	5032207	ACE1	88	NRPS,T1PKS	NRP_PKS
UG010	UG010_chr6_con1	14.1	164915	227217	no_known_similarity	NA	T1PKS	Polyketide
UG010	UG010_chr6_con1	14.2	314161	380604	no_known_similarity	NA	NRPS	NRP
UG010	UG010_chr7_con1	17.1	226754	281286	no_known_similarity	NA	NRPS-like	NRP
UG010	UG010_chr7_con1	17.2	424957	496722	no_known_similarity	NA	NRPS	NRP
UG010	UG010_chr7_con1	17.3	2205787	2312807	no_known_similarity	NA	T1PKS	Polyketide
UG010	UG010_chr7_con1	17.4	3255678	3307356	no_known_similarity	NA	T1PKS	Polyketide
UG010	UG010_chr7_con1	17.5	3968772	4059703	no_known_similarity	NA	fungal-RiPP-like	Other
UG010	UG010_chr7_con1	17.6	4215573	4291211	no_known_similarity	NA	NRPS	NRP
UG010	UG010_chr7_con1	17.7	4482372	4545749	no_known_similarity	NA	T1PKS	Polyketide
UG010	UG010_chr7_con1	17.8	4750029	4814180	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
UG010	UG010_chr7_con1	17.9	4850160	4921297	no_known_similarity	NA	NRPS	NRP
UG010	UG010_chr7_con1	17.10	6202920	6286141	no_known_similarity	NA	NRPS,T1PKS,terpene	NRP_PKS
UG010	UG010_chr7_con1	17.11	6426834	6490059	no_known_similarity	NA	T1PKS	Polyketide
UG010	UG010_chr7_con1	17.12	8304990	8366768	no_known_similarity	NA	T1PKS	Polyketide
UG010	UG010_chr7_con1	17.13	8629422	8685082	no_known_similarity	NA	NRPS-like	NRP
UG010	UG010_chr7_con1	17.14	9622031	9686937	no_known_similarity	NA	T1PKS	Polyketide
UG010	UG010_chr7_con1	17.15	9854531	9926344	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
VO15	VO15_chr1_con1	1.1	1	30123	no_known_similarity	NA	terpene	Terpene
VO15	VO15_chr1_con2	2.1	1403467	1485885	no_known_similarity	NA	NRPS	NRP
VO15	VO15_chr1_con2	2.2	4315768	4422937	no_known_similarity	NA	fungal-RiPP-like,terpene	Terpene
VO15	VO15_chr1_con2	2.3	4996786	5029493	clavaric acid	100	terpene	Terpene
VO15	VO15_chr1_con2	2.4	5910501	5973879	no_known_similarity	NA	NRPS-like	NRP
VO15	VO15_chr1_con3	3.1	4069	35215	brassicicene C	22	indole	Terpene
VO15	VO15_chr1_con4	4.1	909275	1010825	no_known_similarity	NA	T1PKS	Polyketide
VO15	VO15_chr2_con1	6.1	21169	84834	no_known_similarity	NA	NRPS	NRP
VO15	VO15_chr2_con1	6.2	718198	768955	no_known_similarity	NA	T1PKS	Polyketide
VO15	VO15_chr2_con1	6.3	888944	978159	no_known_similarity	NA	T1PKS	Polyketide
VO15	VO15_chr2_con1	6.4	1009917	1098900	no_known_similarity	NA	fungal-RiPP-like	Other
VO15	VO15_chr2_con1	6.5	1447123	1507963	no_known_similarity	NA	NRPS-like	NRP
VO15	VO15_chr2_con1	6.6	1561681	1623156	cercosporin	31	T1PKS	Polyketide
VO15	VO15_chr2_con1	6.7	2412910	2497317	no_known_similarity	NA	fungal-RiPP-like	Other
VO15	VO15_chr2_con1	6.8	2756821	2788059	no_known_similarity	NA	terpene	Terpene
VO15	VO15_chr2_con1	6.9	2938622	3002634	nectriapyrone C/nectriapyrone D/nectriapyrone	100	T1PKS	Polyketide
VO15	VO15_chr2_con1	6.10	4315036	4345432	no_known_similarity	NA	indole	Indole
VO15	VO15_chr2_con1	6.11	5812193	5872964	no_known_similarity	NA	T3PKS	Polyketide
VO15	VO15_chr2_con1	6.12	6443191	6569288	no_known_similarity	NA	arylpolyene,fungal-RiPP-like	Other
VO15	VO15_chr2_con1	6.13	7025872	7088089	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	25	NRPS	NRP
VO15	VO15_chr2_con1	6.14	11518301	11581300	scytalone/T3HN	60	T1PKS	Polyketide
VO15	VO15_chr2_con1	6.15	12257834	12426878	ACE1	82	NRPS,T1PKS	NRP_PKS
VO15	VO15_chr2_con1	6.16	12637713	12717001	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	25	indole,T1PKS	NRP
VO15	VO15_chr2_con1	6.17	12774199	12867865	no_known_similarity	NA	T1PKS	Polyketide
VO15	VO15_chr2_con3	8.1	141567	203803	no_known_similarity	NA	T1PKS	Polyketide
VO15	VO15_chr3_con1	9.1	1512768	1603973	no_known_similarity	NA	fungal-RiPP-like	Other
VO15	VO15_chr3_con1	9.2	2100941	2168726	epipyriculol	58	T1PKS	Polyketide
VO15	VO15_chr3_con2	10.1	1827403	1877736	penigainamide A/penigainamide B/penigainamide C/adametizine A/FA2097/outovirin A/outovirin C/pretrichodermamide C	11	NRPS	Alkaloid
VO15	VO15_chr3_con2	10.2	2026459	2088292	tenuazonic acid	75	NRPS	NRP_PKS
VO15	VO15_chr3_con2	10.3	2256270	2330852	no_known_similarity	NA	NRPS	NRP
VO15	VO15_chr3_con2	10.4	2479344	2545162	no_known_similarity	NA	NRPS-like	NRP
VO15	VO15_chr4_con1	11.1	358080	382909	no_known_similarity	NA	terpene	Terpene
VO15	VO15_chr4_con1	11.2	1965519	2074130	monacolin K	22	fungal-RiPP-like,T1PKS,terpene	Polyketide
VO15	VO15_chr4_con1	11.3	2102330	2170789	no_known_similarity	NA	NRPS	NRP
VO15	VO15_chr4_con1	11.4	2472364	2536206	choline	100	NRPS-like	NRP
VO15	VO15_chr4_con1	11.5	3457144	3488631	no_known_similarity	NA	indole	Indole
VO15	VO15_chr4_con1	11.6	4489403	4551415	no_known_similarity	NA	T3PKS	Polyketide
VO15	VO15_chr4_con1	11.7	4795400	4901348	alternapyrone B/alternapyrone C/alternapyrone D/alternapyrone E/alternapyrone F	50	T1PKS	Polyketide
VO15	VO15_chr4_con1	11.8	5054708	5120433	no_known_similarity	NA	T1PKS	Polyketide
VO15	VO15_chr6_con1	12.1	227307	294554	no_known_similarity	NA	T1PKS	Polyketide
VO15	VO15_chr6_con1	12.2	977915	1071638	no_known_similarity	NA	fungal-RiPP-like	Other
VO15	VO15_chr6_con1	12.3	1200092	1277854	no_known_similarity	NA	NRPS	NRP
VO15	VO15_chr6_con2	13.1	216407	279860	no_known_similarity	NA	T1PKS	Polyketide
VO15	VO15_chr6_con2	13.2	576300	704169	no_known_similarity	NA	NRPS,T1PKS,terpene	NRP_PKS
VO15	VO15_chr6_con2	13.3	1978262	2052630	no_known_similarity	NA	NRPS	NRP
VO15	VO15_chr6_con2	13.4	2087267	2160365	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
VO15	VO15_chr6_con2	13.5	2303986	2371578	no_known_similarity	NA	T1PKS	Polyketide
VO15	VO15_chr6_con2	13.6	2597149	2688226	no_known_similarity	NA	fungal-RiPP-like	Other
VO15	VO15_chr7_con2	15.1	126795	219908	no_known_similarity	NA	fungal-RiPP-like	Other
VO15	VO15_chr7_con2	15.2	2096380	2157127	no_known_similarity	NA	T1PKS	Polyketide
VO15	VO15_chr7_con2	15.3	2418348	2482454	no_known_similarity	NA	NRPS-like	NRP
VO15	VO15_chr7_con2	15.4	3477328	3544800	no_known_similarity	NA	T1PKS	Polyketide
VO15	VO15_cont114	18.1	160715	192103	no_known_similarity	NA	indole	Indole
VO15	VO15_cont115	19.1	1070690	1132992	no_known_similarity	NA	T1PKS	Polyketide
VO3	VO3_chr1_con2	2.1	78310	111474	no_known_similarity	NA	terpene	Terpene
VO3	VO3_chr1_con2	2.2	1484243	1560560	no_known_similarity	NA	NRPS	NRP
VO3	VO3_chr1_con3	3.1	1536308	1643460	no_known_similarity	NA	fungal-RiPP-like,terpene	Terpene
VO3	VO3_chr1_con3	3.2	2208859	2241566	clavaric acid	100	terpene	Terpene
VO3	VO3_chr1_con3	3.3	3102580	3166230	no_known_similarity	NA	NRPS-like	NRP
VO3	VO3_chr1_con5	5.1	1079326	1168700	no_known_similarity	NA	T1PKS	Polyketide
VO3	VO3_chr1_con5	5.2	2057671	2098859	no_known_similarity	NA	T1PKS	Polyketide
VO3	VO3_chr1_con5	5.3	2797920	2888851	no_known_similarity	NA	fungal-RiPP-like	Other
VO3	VO3_chr1_con5	5.4	3066729	3142315	no_known_similarity	NA	NRPS	NRP
VO3	VO3_chr1_con5	5.5	3349006	3412742	no_known_similarity	NA	T1PKS	Polyketide
VO3	VO3_chr1_con5	5.6	3630811	3694924	no_known_similarity	NA	NRPS,T1PKS	NRP_PKS
VO3	VO3_chr1_con5	5.7	3730903	3802003	no_known_similarity	NA	NRPS	NRP
VO3	VO3_chr1_con5	5.8	5082117	5214562	no_known_similarity	NA	NRPS,T1PKS,terpene	NRP_PKS
VO3	VO3_chr2_con1	6.1	1309794	1370565	no_known_similarity	NA	T3PKS	Polyketide
VO3	VO3_chr2_con1	6.2	1940910	2066899	no_known_similarity	NA	arylpolyene,fungal-RiPP-like	Other
VO3	VO3_chr2_con1	6.3	2485773	2552068	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	25	NRPS	NRP
VO3	VO3_chr2_con1	6.4	6952244	7009597	scytalone/T3HN	60	T1PKS	Polyketide
VO3	VO3_chr2_con1	6.5	7551045	7654465	alternapyrone B/alternapyrone C/alternapyrone D/alternapyrone E/alternapyrone F	50	T1PKS	Polyketide
VO3	VO3_chr2_con1	6.6	7829310	7895035	no_known_similarity	NA	T1PKS	Polyketide
VO3	VO3_chr3_con1	7.1	937143	1028348	no_known_similarity	NA	fungal-RiPP-like	Other
VO3	VO3_chr3_con1	7.2	1536414	1604199	epipyriculol	58	T1PKS	Polyketide
VO3	VO3_chr3_con4	10.1	1795063	1861084	penigainamide A/penigainamide B/penigainamide C/adametizine A/FA2097/outovirin A/outovirin C/pretrichodermamide C	11	NRPS	Alkaloid
VO3	VO3_chr3_con4	10.2	1995407	2060693	tenuazonic acid	75	NRPS	NRP_PKS
VO3	VO3_chr3_con4	10.3	2310499	2401374	no_known_similarity	NA	fungal-RiPP-like	Other
VO3	VO3_chr4_con1	11.1	69158	100877	no_known_similarity	NA	terpene	Terpene
VO3	VO3_chr4_con2	12.1	1752220	1860875	monacolin K	22	fungal-RiPP-like,T1PKS,terpene	Polyketide
VO3	VO3_chr4_con3	13.1	1	67210	no_known_similarity	NA	NRPS	NRP
VO3	VO3_chr4_con4	14.1	218366	280013	choline	100	NRPS-like	NRP
VO3	VO3_chr4_con4	14.2	1205054	1235085	no_known_similarity	NA	indole	Indole
VO3	VO3_chr4_con4	14.3	2229299	2291311	no_known_similarity	NA	T3PKS	Polyketide
VO3	VO3_chr4_con4	14.4	2650593	2834153	ACE1	88	NRPS,T1PKS	NRP_PKS
VO3	VO3_chr4_con4	14.5	3050688	3127009	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	25	indole,T1PKS	NRP
VO3	VO3_chr4_con4	14.6	3189856	3258221	no_known_similarity	NA	T1PKS	Polyketide
VO3	VO3_chr5_con2	17.1	95048	126693	no_known_similarity	NA	indole	Indole
VO3	VO3_chr5_con3	18.1	513199	542743	no_known_similarity	NA	terpene	Terpene
VO3	VO3_chr5_con3	18.2	652440	683678	no_known_similarity	NA	terpene	Terpene
VO3	VO3_chr5_con3	18.3	1819519	1880459	cercosporin	43	T1PKS	Polyketide
VO3	VO3_chr5_con3	18.4	1940740	2001483	no_known_similarity	NA	NRPS-like	NRP
